	amendment_author	amendment_number	amendment_purpose	amendment_type	bill_congress	bill_number	bill_title	bill_type	category	chamber	congress	date	nomination_number	nomination_title	number	question	record_modified	requires	result	result_text	session	source_url	subject	type	updated_at	vote_id	bias	ideology
153	Smith of Washington Part B Amendment No. 20	28.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:20:00-04:00			237	On Agreeing to the Amendment: Amendment 28 to H R 1960		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll237.xml		On the Amendment	2014-06-18T11:21:51-04:00	h237-113.2013	-1.4762813091027136	-1.9480983814466195
154	Polis of Colorado Part B Amendment No. 14	29.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:23:00-04:00			238	On Agreeing to the Amendment: Amendment 29 to H R 1960		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll238.xml		On the Amendment	2014-06-18T11:21:51-04:00	h238-113.2013	-2.097319534123735	-1.5020573528007972
155	Polis of Colorado Part B Amendment No. 23	30.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:27:00-04:00			239	On Agreeing to the Amendment: Amendment 30 to H R 1960		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll239.xml		On the Amendment	2014-06-18T11:21:51-04:00	h239-113.2013	-1.5283913037304995	-1.0851179312191777
156					113.0	307.0		hr	passage-suspension	h	113	2013-01-22T14:27:00-05:00			24	On Motion to Suspend the Rules and Pass: H R 307 To reauthorize certain programs under the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to public health security and all-hazards preparedness and response, and for other purposes		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll024.xml	To reauthorize certain programs under the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to public health security and all-hazards preparedness and response, and for other purposes	On Motion to Suspend the Rules and Pass	2014-06-18T11:22:21-04:00	h24-113.2013	3.3789558918699663	-0.5798622335076923
157	Van Hollen of Maryland Part B Amendment No. 39	31.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:30:00-04:00			240	On Agreeing to the Amendment: Amendment 31 to H R 1960		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll240.xml		On the Amendment	2014-06-18T11:21:51-04:00	h240-113.2013	-0.10525088114341577	-1.0026263226661791
158	Blumenauer of Oregon Part B Amendment No. 123	34.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:34:00-04:00			241	On Agreeing to the Amendment: Amendment 34 to H R 1960		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll241.xml		On the Amendment	2014-06-18T11:21:51-04:00	h241-113.2013	4.211799733070801	-0.0689952275072226
159	DeLauro of Connecticut Part B Amendment No. 137	35.0		h-bill	113.0	1960.0		hr	amendment	h	113	2013-06-14T12:37:00-04:00			242	On Agreeing to the Amendment: Amendment 35 to H R 1960		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll242.xml		On the Amendment	2014-06-18T11:21:51-04:00	h242-113.2013	4.681705991944385	0.020537520069726704
160					113.0	1960.0		hr	recommit	h	113	2013-06-14T12:54:00-04:00			243	On Motion to Recommit with Instructions: H R 1960 National Defense Authorization Act for Fiscal Year 2014		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll243.xml	National Defense Authorization Act for Fiscal Year 2014	On the Motion to Recommit	2014-06-18T11:21:51-04:00	h243-113.2013	0.7738449119992193	-2.7516245261357257
161					113.0	1960.0		hr	passage	h	113	2013-06-14T13:07:00-04:00			244	On Passage: H R 1960 National Defense Authorization Act for Fiscal Year 2014		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll244.xml	National Defense Authorization Act for Fiscal Year 2014	On Passage of the Bill	2014-06-18T11:21:51-04:00	h244-113.2013	1.4676384650408003	0.5703119534288772
162					113.0	876.0		hr	passage-suspension	h	113	2013-06-17T18:55:00-04:00			245	On Motion to Suspend the Rules and Pass: H R 876 Idaho Wilderness Water Resources Protection Act		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll245.xml	Idaho Wilderness Water Resources Protection Act	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:50-04:00	h245-113.2013	4.62683076569569	0.014122565032781987
163					113.0	253.0		hr	passage-suspension	h	113	2013-06-17T19:02:00-04:00			246	On Motion to Suspend the Rules and Pass, as Amended: H R 253 Y Mountain Access Enhancement Act		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll246.xml	Y Mountain Access Enhancement Act	On Motion to Suspend the Rules and Pass, as Amended	2014-06-18T11:21:50-04:00	h246-113.2013	4.448066587695132	-0.030367377707742855
164					113.0	862.0		hr	passage-suspension	h	113	2013-06-17T19:11:00-04:00			247	On Motion to Suspend the Rules and Pass: H R 862 To authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted in May 1960		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll247.xml	To authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted in May 1960	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:49-04:00	h247-113.2013	4.438522880449281	-0.02946739161094702
165					113.0	266.0		hres	procedural	h	113	2013-06-18T15:07:00-04:00			248	On Ordering the Previous Question: H RES 266 Providing for consideration of H.R. 1947, to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through FY 2018; and providing for consideration of H.R. 1797, to amend title 18, U.S. Code, to protect pain-capable unborn children in the District of Columbia		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll248.xml	Providing for consideration of H.R. 1947, to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through FY 2018; and providing for consideration of H.R. 1797, to amend title 18, U.S. Code, to protect pain-capable unborn children in the District of Columbia	On Ordering the Previous Question	2014-06-18T11:21:49-04:00	h248-113.2013	-0.4446366974766352	3.217941325938377
166					113.0	266.0		hres	passage	h	113	2013-06-18T15:16:00-04:00			249	On Agreeing to the Resolution: H RES 266 Providing for consideration of H.R. 1947, to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through FY 2018; and providing for consideration of H.R. 1797, to amend title 18, U.S. Code, to protect pain-capable unborn children in the District of Columbia		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll249.xml	Providing for consideration of H.R. 1947, to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through FY 2018; and providing for consideration of H.R. 1797, to amend title 18, U.S. Code, to protect pain-capable unborn children in the District of Columbia	On the Resolution	2014-06-18T11:21:49-04:00	h249-113.2013	0.10498438819618156	2.219500823744422
168					113.0	1151.0		hr	passage-suspension	h	113	2013-06-18T15:24:00-04:00			250	On Motion to Suspend the Rules and Pass: H R 1151 To direct the Secretary of State to develop a strategy to obtain observer status for Taiwan at the triennial International Civil Aviation Organization Assembly, and for other purposes		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll250.xml	To direct the Secretary of State to develop a strategy to obtain observer status for Taiwan at the triennial International Civil Aviation Organization Assembly, and for other purposes	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:49-04:00	h250-113.2013	4.695103560943082	0.022693647091466533
169					113.0	1797.0		hr	passage	h	113	2013-06-18T18:44:00-04:00			251	On Passage: H R 1797 District of Columbia Pain-Capable Unborn Child Protection Act		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll251.xml	District of Columbia Pain-Capable Unborn Child Protection Act	On Passage of the Bill	2014-06-18T11:21:49-04:00	h251-113.2013	-0.1922314442373126	1.9485576095103678
170					113.0	1896.0		hr	passage-suspension	h	113	2013-06-18T18:52:00-04:00			252	On Motion to Suspend the Rules and Pass: H R 1896 To amend part D of title IV of the Social Security Act to ensure that the United States can comply fully with the obligations of the Hague Convention of 23 November 2007 on the International Recovery of Child Support and Other Forms of Family Maintenance, and for other purposes		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll252.xml	To amend part D of title IV of the Social Security Act to ensure that the United States can comply fully with the obligations of the Hague Convention of 23 November 2007 on the International Recovery of Child Support and Other Forms of Family Maintenance, and for other purposes	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:49-04:00	h252-113.2013	3.4798160349445055	-0.5782378916704684
171					113.0	271.0		hres	procedural	h	113	2013-06-19T14:35:00-04:00			253	On Ordering the Previous Question: H RES 271 Providing for consideration of the bill (H.R. 1947) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal years 2018, and for other purposes		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll253.xml	Providing for consideration of the bill (H.R. 1947) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal years 2018, and for other purposes	On Ordering the Previous Question	2014-06-18T11:21:49-04:00	h253-113.2013	0.2895459639901298	2.4783786227757387
172					113.0	271.0		hres	passage	h	113	2013-06-19T14:43:00-04:00			254	On Agreeing to the Resolution: H RES 271 Providing for consideration of the bill (H.R. 1947) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal years 2018, and for other purposes		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll254.xml	Providing for consideration of the bill (H.R. 1947) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal years 2018, and for other purposes	On the Resolution	2014-06-18T11:21:49-04:00	h254-113.2013	0.6446369775971252	1.6433504046031493
174	McGovern of Massachusetts Part B Amendment No. 1	1.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:18:00-04:00			256	On Agreeing to the Amendment: Amendment 1 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll256.xml		On the Amendment	2014-06-18T11:21:49-04:00	h256-113.2013	-0.11249519949639344	-1.9418423642347502
175	Foxx of North Carolina Part B Amendment No. 3	4.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:23:00-04:00			257	On Agreeing to the Amendment: Amendment 4 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll257.xml		On the Amendment	2014-06-18T11:21:49-04:00	h257-113.2013	0.5420529005113865	0.2848968556049278
176	Broun of Georgia Part B Amendment No. 5	6.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:28:00-04:00			258	On Agreeing to the Amendment: Amendment 6 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll258.xml		On the Amendment	2014-06-18T11:21:48-04:00	h258-113.2013	-2.2267470946994705	0.8529474727111023
177	Blumenauer of Oregon Part B Amendment No. 8	9.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:32:00-04:00			259	On Agreeing to the Amendment: Amendment 9 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll259.xml		On the Amendment	2014-06-18T11:21:48-04:00	h259-113.2013	-0.4585709363069389	-1.2866602043572637
178					113.0	39.0		hres	procedural	h	113	2013-01-23T10:50:00-05:00			26	On Ordering the Previous Question: H RES 39 Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll026.xml	Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes	On Ordering the Previous Question	2014-06-18T11:22:16-04:00	h26-113.2013	0.15310121390388803	2.6869953759030833
179	Blumenauer of Oregon Part B Amendment No. 9	10.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:36:00-04:00			260	On Agreeing to the Amendment: Amendment 10 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll260.xml		On the Amendment	2014-06-18T11:21:48-04:00	h260-113.2013	-1.4486809209372553	-1.3021515555261687
180	Kaptur of Ohio Part B Amendment No. 14	14.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:40:00-04:00			261	On Agreeing to the Amendment: Amendment 14 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll261.xml		On the Amendment	2014-06-18T11:21:48-04:00	h261-113.2013	2.344200445586758	-1.228693728612239
181	Royce of California Part B Amendment No. 15	15.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:45:00-04:00			262	On Agreeing to the Amendment: Amendment 15 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll262.xml		On the Amendment	2014-06-18T11:21:48-04:00	h262-113.2013	-0.07545064513187705	-0.056194651196631015
182	Chabot of Ohio Part B Amendment No. 16	16.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-19T18:51:00-04:00			263	On Agreeing to the Amendment: Amendment 16 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll263.xml		On the Amendment	2014-06-18T11:21:48-04:00	h263-113.2013	-1.833580915419396	0.5528042302300799
183	Brooks of Alabama Part B Amendment No. 18	18.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:22:00-04:00			264	On Agreeing to the Amendment: Amendment 18 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll264.xml		On the Amendment	2014-06-18T11:21:48-04:00	h264-113.2013	-2.4446243847921303	0.8803783926674075
184	Butterfield of North Carolina Part B Amendment No. 25	23.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:26:00-04:00			265	On Agreeing to the Amendment: Amendment 23 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll265.xml		On the Amendment	2014-06-18T11:21:48-04:00	h265-113.2013	-1.643609864320294	-0.8540168278715145
185	Marino of Pennsylvania Part B Amendment No. 26	24.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:31:00-04:00			266	On Agreeing to the Amendment: Amendment 24 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll266.xml		On the Amendment	2014-06-18T11:21:48-04:00	h266-113.2013	-2.162383242159399	0.5568710014604964
186	Schweikert of Arizona Part B Amendment No. 30	28.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:36:00-04:00			267	On Agreeing to the Amendment: Amendment 28 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll267.xml		On the Amendment	2014-06-18T11:21:48-04:00	h267-113.2013	-2.2648314687178988	1.8005864583334998
187	Tierney of Massachusetts Part B Amendment No. 32	29.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:41:00-04:00			268	On Agreeing to the Amendment: Amendment 29 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll268.xml		On the Amendment	2014-06-18T11:21:48-04:00	h268-113.2013	0.721219734353918	-1.3530276425903058
188	Polis of Colorado Part B Amendment No. 37	33.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:45:00-04:00			269	On Agreeing to the Amendment: Amendment 33 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll269.xml		On the Amendment	2014-06-18T11:21:47-04:00	h269-113.2013	0.3503865921836567	-0.5535929676657371
189					113.0	39.0		hres	passage	h	113	2013-01-23T10:59:00-05:00			27	On Agreeing to the Resolution: H RES 39 Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll027.xml	Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes	On the Resolution	2014-06-18T11:22:16-04:00	h27-113.2013	0.38922259060887066	2.3407067751906765
190	Garamendi of California Part B Amendment No. 38	34.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:50:00-04:00			270	On Agreeing to the Amendment: Amendment 34 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll270.xml		On the Amendment	2014-06-18T11:21:47-04:00	h270-113.2013	0.23348695664031033	-0.8968661982000854
191	Marino of Pennsylvania Part B Amendment No. 41	36.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:54:00-04:00			271	On Agreeing to the Amendment: Amendment 36 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll271.xml		On the Amendment	2014-06-18T11:21:47-04:00	h271-113.2013	-1.0351816303036667	1.097087591013854
192	McClintock of California Part B Amendment No. 43	37.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T10:58:00-04:00			272	On Agreeing to the Amendment: Amendment 37 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll272.xml		On the Amendment	2014-06-18T11:21:47-04:00	h272-113.2013	-2.7375159744217177	1.4842068629056504
193	Gibson of New York Part B Amendment No. 44	38.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T11:01:00-04:00			273	On Agreeing to the Amendment: Amendment 38 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll273.xml		On the Amendment	2014-06-18T11:21:47-04:00	h273-113.2013	1.5113649188132636	0.24389532559434632
194	Walorski of Indiana Part B Amendment No. 45	39.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T11:05:00-04:00			274	On Agreeing to the Amendment: Amendment 39 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll274.xml		On the Amendment	2014-06-18T11:21:47-04:00	h274-113.2013	-0.7176517490125766	0.8955086224876359
195	Courtney of Connecticut Part B Amendment No. 46	40.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T11:09:00-04:00			275	On Agreeing to the Amendment: Amendment 40 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll275.xml		On the Amendment	2014-06-18T11:21:47-04:00	h275-113.2013	0.20052018346196832	-0.814753805218991
196	Kind of Wisconsin Part B Amendment No. 47	41.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T11:14:00-04:00			276	On Agreeing to the Amendment: Amendment 41 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll276.xml		On the Amendment	2014-06-18T11:21:47-04:00	h276-113.2013	0.023745831748778864	-0.32568942489231995
197	Carney of Delaware Part B Amendment No. 48	42.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T11:18:00-04:00			277	On Agreeing to the Amendment: Amendment 42 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll277.xml		On the Amendment	2014-06-18T11:21:47-04:00	h277-113.2013	-0.35250398601015337	-0.2125348035462792
198	Goodlatte of Virginia Part B Amendment No. 99	53.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T12:54:00-04:00			278	On Agreeing to the Amendment: Amendment 53 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll278.xml		On the Amendment	2014-06-18T11:21:47-04:00	h278-113.2013	0.8170760369407354	0.27993747534729146
199	Radel of Florida Part B Amendment No. 49	43.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:03:00-04:00			279	On Agreeing to the Amendment: Amendment 43 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll279.xml		On the Amendment	2014-06-18T11:21:47-04:00	h279-113.2013	0.17054295252614696	0.3330508143816424
201	Walberg of Michigan Part B Amendment No. 50	44.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:07:00-04:00			280	On Agreeing to the Amendment: Amendment 44 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll280.xml		On the Amendment	2014-06-18T11:21:47-04:00	h280-113.2013	-0.11220737553007169	0.5091332021076891
202	Pitts of Pennsylvania Part B Amendment No. 98	52.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:11:00-04:00			281	On Agreeing to the Amendment: Amendment 52 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll281.xml		On the Amendment	2014-06-18T11:21:47-04:00	h281-113.2013	-0.11789453030435632	0.19045413423748467
203	Fortenberry of Nebraska Part B Amendment No. 100	54.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:14:00-04:00			282	On Agreeing to the Amendment: Amendment 54 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll282.xml		On the Amendment	2014-06-18T11:21:46-04:00	h282-113.2013	0.23717688521350153	-0.23943035178888394
204	Huelskamp of Kansas Part B Amendment No. 101	55.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:17:00-04:00			283	On Agreeing to the Amendment: Amendment 55 to H R 1947		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll283.xml		On the Amendment	2014-06-18T11:21:46-04:00	h283-113.2013	-2.721359455418732	1.7239943283547203
205	Southerland of Florida Part B Amendment No. 102	56.0		h-bill	113.0	1947.0		hr	amendment	h	113	2013-06-20T13:20:00-04:00			284	On Agreeing to the Amendment: Amendment 56 to H R 1947		1/2	Agreed to	Agreed to	2013	http://clerk.house.gov/evs/2013/roll284.xml		On the Amendment	2014-06-18T11:21:44-04:00	h284-113.2013	-1.0119219928121623	2.4114419092039725
206					113.0	1947.0		hr	recommit	h	113	2013-06-20T13:41:00-04:00			285	On Motion to Recommit with Instructions: H R 1947 Federal Agriculture Reform and Risk Management Act		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll285.xml	Federal Agriculture Reform and Risk Management Act	On the Motion to Recommit	2014-06-18T11:21:44-04:00	h285-113.2013	0.3933834843631453	-2.857184318665509
207					113.0	1947.0		hr	passage	h	113	2013-06-20T13:54:00-04:00			286	On Passage: H R 1947 Federal Agriculture Reform and Risk Management Act		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll286.xml	Federal Agriculture Reform and Risk Management Act	On Passage of the Bill	2014-06-18T11:21:44-04:00	h286-113.2013	-0.47935633278931106	0.6094003983682671
208					113.0	2383.0		hr	passage-suspension	h	113	2013-06-25T18:55:00-04:00			287	On Motion to Suspend the Rules and Pass: H R 2383 To designate the new Interstate Route 20 bridge over the Mississippi River connecting St. Louis, Missouri, and southwestern Illinois as the “Stan Musial Veterans Memorial Bridge”		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll287.xml	To designate the new Interstate Route 20 bridge over the Mississippi River connecting St. Louis, Missouri, and southwestern Illinois as the “Stan Musial Veterans Memorial Bridge”	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:44-04:00	h287-113.2013	4.285336620397089	-0.06221504023756999
209					113.0	1092.0		hr	passage-suspension	h	113	2013-06-25T19:03:00-04:00			288	On Motion to Suspend the Rules and Pass: H R 1092 To designate the air traffic control center located in Nashua, New Hampshire, as the “Patricia Clark Boston Air Route Traffic Control Center”		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll288.xml	To designate the air traffic control center located in Nashua, New Hampshire, as the “Patricia Clark Boston Air Route Traffic Control Center”	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:44-04:00	h288-113.2013	4.19821638783224	-0.15634902022198147
210					113.0	274.0		hres	procedural	h	113	2013-06-26T13:57:00-04:00			289	On Ordering the Previous Question: H RES 274 Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll289.xml	Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014	On Ordering the Previous Question	2014-06-18T11:21:44-04:00	h289-113.2013	-0.4504916356567522	3.226679994576254
211					113.0	325.0		hr	recommit	h	113	2013-01-23T13:10:00-05:00			29	On Motion to Recommit with Instructions: H R 325 To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll029.xml	To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes	On the Motion to Recommit	2014-06-18T11:22:15-04:00	h29-113.2013	-1.0747412920352715	-0.8187741939188858
212					113.0	274.0		hres	passage	h	113	2013-06-26T14:09:00-04:00			290	On Agreeing to the Resolution: H RES 274 Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll290.xml	Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014	On the Resolution	2014-06-18T11:21:44-04:00	h290-113.2013	0.4816044057799914	2.0935680821679385
213	Grayson of Florida Part A Amendment No. 1, as Modified	1.0		h-bill	113.0	1613.0		hr	amendment	h	113	2013-06-27T14:38:00-04:00			291	On Agreeing to the Amendment: Amendment 1 to H R 1613		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll291.xml		On the Amendment	2014-06-18T11:21:44-04:00	h291-113.2013	0.831522180525163	-1.4343996982068288
214					113.0	1613.0		hr	recommit	h	113	2013-06-27T14:57:00-04:00			292	On Motion to Recommit with Instructions: H R 1613 To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll292.xml	To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes	On the Motion to Recommit	2014-06-18T11:21:44-04:00	h292-113.2013	-0.2906330755312286	-2.468179287313053
215					113.0	1613.0		hr	passage	h	113	2013-06-27T15:04:00-04:00			293	On Passage: H R 1613 To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes		1/2	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll293.xml	To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes	On Passage of the Bill	2014-06-18T11:21:44-04:00	h293-113.2013	2.0294334784698127	1.9610634396814912
216					113.0	1864.0		hr	passage-suspension	h	113	2013-06-27T15:15:00-04:00			294	On Motion to Suspend the Rules and Pass: H R 1864 To amend title 10, United States Code, to require an Inspector General investigation of allegations of retaliatory personnel actions taken in response to making protected communications regarding sexual assault		2/3	Passed	Passed	2013	http://clerk.house.gov/evs/2013/roll294.xml	To amend title 10, United States Code, to require an Inspector General investigation of allegations of retaliatory personnel actions taken in response to making protected communications regarding sexual assault	On Motion to Suspend the Rules and Pass	2014-06-18T11:21:44-04:00	h294-113.2013	4.696395618901318	0.015889746757548777
217	Hastings of Florida Part B Amendment No. 2	2.0		h-bill	113.0	2231.0		hr	amendment	h	113	2013-06-27T18:27:00-04:00			295	On Agreeing to the Amendment: Amendment 2 to H R 2231		1/2	Failed	Failed	2013	http://clerk.house.gov/evs/2013/roll295.xml		On the Amendment	2014-06-18T11:21:43-04:00	h295-113.2013	-0.47247830482933517	-2.2168331157041097
